event,theta,theta2
27285,0.013200205,0.00016633777
27286,0.0039230874,7.482977e-06
27287,0.067085354,0.0044925371
27288,0.081418304,0.0066210326
27289,0.6670227,0.44491137
27290,0.67023923,0.44921272
27291,0.0031857756,2.2415285e-06
27292,0.22751645,0.051755826
27293,0.008914991,7.1569427e-05
27294,0.0036947383,5.7434538e-06
27295,0.0048764521,1.5872148e-05
27296,0.12075574,0.014574042
27297,0.0048555717,1.5668939e-05
27298,0.0059061041,2.6974428e-05
27299,0.0030673385,1.5009278e-06
27300,0.0020911198,0
27301,0.74594716,0.55642926
27302,0.0022702716,0
27303,0.0055620844,2.3029146e-05
27304,0.0050313875,1.7407223e-05
27305,0.010585327,0.0001041415
27306,0.33617522,0.11300587
27307,0.0068780341,3.9399715e-05
27308,0.0013172937,0
27309,0.26459042,0.070000184
27310,0.0031275891,1.874176e-06
27311,0.0054170259,2.1436532e-05
27311,2.7093117,7.3403618
27312,0.80845521,0.65359191
27313,0.0066875569,3.6815779e-05
27314,0.62770305,0.39400322
27315,0.0074500262,4.7595254e-05
27316,0.91225524,0.83220171
27317,0.0050677021,1.7773967e-05
27318,0.31623952,0.099999529
27319,0.0062407475,3.1039292e-05
27320,0.0079607787,5.546636e-05
27320,2.7313386,7.4602025
27321,0.0034838113,4.2293034e-06
27321,2.9574753,8.7466521
27321,2.7535103,7.581811
27322,0.011019491,0.00011352154
27323,0.0033656021,3.4196398e-06
27324,0.0030878881,1.6274152e-06
27325,0.0052588007,1.9747348e-05
27326,1.0042978,1.0086061
27327,0.0069551545,4.0466537e-05
27328,0.0075537669,4.9151757e-05
27329,0.007904324,5.45707e-05
27330,0.0024920646,0
27331,0.0033632332,3.4036997e-06
27331,2.7575782,7.6042296
27332,0.0071669858,4.3458047e-05
27333,0.0098291911,8.870536e-05
27334,0.0029156283,5.9325074e-07
27334,2.7576799,7.6047903
27335,0.0037839579,6.4107e-06
27336,0.0057055095,2.4645202e-05
27337,0.97777751,0.95604095
27338,1.0363455,1.074004
27339,0.0031550628,2.0467835e-06
27340,0.0098363348,8.8845845e-05
27341,0.0082684613,6.0459814e-05
27342,0.0058014271,2.5748918e-05
27343,0.0025916343,0
27344,0.0040765274,8.7104383e-06
27345,0.0020171047,0
27346,0.0089369131,7.1960778e-05
27347,0.25530852,0.065174532
27348,0.0057698296,2.5383296e-05
27348,2.8313188,8.016358
27349,0.004697393,1.4157863e-05
27350,0.21801304,0.047521779
27351,0.0073622295,4.6294785e-05
27352,0.0042339956,1.0019081e-05
27353,0.00547938,2.2115968e-05
27354,0.010718068,0.00010696933
27355,0.012231361,0.00014169856
27355,2.8472961,8.1070873
27355,2.8262304,7.9875706
27356,0.0040227527,8.2749017e-06
27357,0.011070698,0.00011465271
27358,0.0061745224,3.0217089e-05
27359,0.97407212,0.94880859
27360,0.003385893,3.5566341e-06
27361,0.46647609,0.21759203
27362,0.0037477581,6.1380536e-06
27363,0.004681912,1.4012662e-05
27364,0.0032736221,2.8089644e-06
27364,2.9341205,8.6090551
27364,1.9123578,3.6571043
27364,1.3013293,1.69345
27365,0.11198147,0.012531942
27366,0.0024220564,0
27367,0.0033472326,3.2963282e-06
27368,0.0071706542,4.3510644e-05
27369,0.0048747027,1.5855089e-05
27370,0.0081517728,5.8543762e-05
27371,0.76405556,0.58377299
27371,2.876487,8.2741698
27372,0.0024109589,0
27373,0.045407017,0.0020538896
27374,0.0095848838,8.396236e-05
27375,0.0045391028,1.2695817e-05
27376,0.26674745,0.071146292
27377,0.0013742901,0
27378,0.0043357583,1.0891163e-05
27379,0.0044183418,1.1614107e-05
27380,0.003801483,6.5436355e-06
27381,0.0065524659,3.5027172e-05
27382,0.0014185537,0
27383,0.68174802,0.46477246
27384,0.0042410026,1.0078465e-05
27385,0.0045737392,1.3011453e-05
27386,0.12543302,0.015725535
27387,0.98515366,0.97051984
27387,2.8334827,8.0286165
27387,2.529271,6.3972039
27387,2.834542,8.0346202
27388,0.004414799,1.1582813e-05
27389,0.0051559972,1.867667e-05
27390,0.0032694508,2.7816707e-06
27391,0.90448279,0.81808122
27392,0.0055284759,2.2656409e-05
27393,0.0022079886,0
27394,0.19720669,0.038882572
27395,0.0025045367,0
27396,0.0060130212,2.8248786e-05
27397,0.0055651066,2.3062773e-05
27398,0.0027215919,0
27399,0.0040158792,8.2196484e-06
27400,0.0059602819,2.7617322e-05
27401,0.0023118871,0
27402,0.0064345096,3.3495276e-05
27402,2.8822796,8.307528
27403,0.28272514,0.0799256
27404,0.16676303,0.027802002
27405,0.26242966,0.068861419
27406,0.099781395,0.0099484191
27407,0.024865148,0.00061036795
27408,0.24956219,0.062273377
27409,0.040819025,0.0016582852
27410,0.0018577578,0
27411,0.0071367079,4.3024963e-05
27412,0.0052070518,1.9205751e-05
27413,0.0047270342,1.4437215e-05
27414,0.0034112294,3.7288481e-06
27415,0.00091546665,0
27416,0.0044077657,1.1520761e-05
27416,2.7712735,7.679949
27417,0.10096882,0.010186794
27417,2.771856,7.6831779
27418,0.11832653,0.013993261
27419,0.0015620466,0
27420,0.0017907518,0
27421,0.0090179563,7.3415899e-05
27422,0.0048376727,1.549544e-05
27423,0.0040298248,8.3318502e-06
27424,0.0077904498,5.278347e-05
27425,0.35313093,0.12469354
27426,0.25458503,0.064805631
27427,0.55412371,0.30704518
27428,0.1873652,0.03509781
27429,0.0069429114,4.0296382e-05
27430,0.0019309961,0
27431,0.0021984201,0
27432,0.0076729956,5.0967223e-05
27433,0.006345745,3.2360842e-05
27434,0.0024441936,0
27435,0.0034123116,3.7362328e-06
27436,0.0083361819,6.1584291e-05
27437,0.004505358,1.2390613e-05
27438,0.006498138,3.431816e-05
27439,0.0065682675,3.5234501e-05
27440,0.021028715,0.0004342992
27441,0.0038525549,6.9345418e-06
27442,0.006223563,3.0825099e-05
27443,0.0056670666,2.4208006e-05
27444,0.0029697119,9.1155103e-07
27445,0.42471715,0.18037675
27446,0.00087862588,0
27447,0.30945481,0.095754369
27448,0.0047108199,1.4284187e-05
27449,0.0022778727,0
27450,0.0029995823,1.0898562e-06
27451,0.0036851242,5.6725026e-06
27452,0.0013572036,0
27453,0.0029348131,7.0549043e-07
27454,0.00090793938,0
27455,0.0010949287,0
27456,0.0048923084,1.6027044e-05
27457,0.0033656804,3.4201671e-06
27458,0.012383639,0.00014544688
27459,0.0039899935,8.0124108e-06
27460,0.0011264263,0
27461,0.0050698555,1.7795797e-05
27462,0.0048684093,1.5793772e-05
27463,0.087907939,0.0077198981
27464,0.068051786,0.004623138
27465,0.0060431629,2.8612181e-05
27466,0.0055969675,2.3418408e-05
27467,0.0025233451,0
27468,0.0080278518,5.6538766e-05
27469,0.0048045157,1.5175734e-05
27470,0.00039405151,0
27471,0.35840297,0.12844478
27472,0.0049873335,1.6965858e-05
27473,0.0042386226,1.0058284e-05
27474,0.0019772294,0
27475,0.0076707608,5.0932933e-05
27476,0.0047263867,1.4431094e-05
27477,0.0018168801,0
27478,0.009520684,8.2735786e-05
27478,2.6979268,7.2788012
27479,0.0018259263,0
27480,0.0021116577,0
27481,0.0066387432,3.6165274e-05
27481,2.7698044,7.6718086
27482,0.010170188,9.5525092e-05
27483,0.0047950339,1.5084713e-05
27484,0.082347391,0.0067731851
27485,1.0311086,1.063177
27486,0.020529151,0.0004135384
27486,2.9055615,8.4422796
27487,0.0060551184,2.8756822e-05
27488,0.0060492246,2.868548e-05
27489,0.0017533729,0
27490,0.006364979,3.260532e-05
27491,0.32406545,0.10501051
27492,0.0040282369,8.3190548e-06
27493,0.0065557343,3.5070015e-05
27494,0.0058638593,2.6477208e-05
27495,0.59106995,0.34935578
27496,0.49361344,0.24364632
27497,0.37689886,0.14204484
27498,0.0024097299,0
27499,0.0055474582,2.2866655e-05
27500,0.87744814,0.76990733
27501,0.014663784,0.00020711892
27502,0.0062459295,3.1103998e-05
27503,0.0020833568,0
27504,0.31362974,0.098355703
27505,0.001157768,0
27506,0.005655746,2.4079826e-05
27507,0.0047609217,1.4758738e-05
27508,0.0023984605,0
27509,0.0015751674,0
27510,0.0093609246,7.9719271e-05
27511,0.0081360226,5.8287226e-05
27512,0.0027162681,0
27513,0.0041818998,9.5806486e-06
27513,2.730999,7.4583475
27514,0.0058724556,2.6578097e-05
27515,0.0053931265,2.1178176e-05
27516,0.0031643969,2.1057704e-06
27517,0.0054014246,2.126775e-05
27517,2.2122653,4.8941099
27517,2.7000788,7.2904178
27518,0.23446479,0.054965828
27519,0.16543884,0.027362104
27520,0.0013269464,0
27521,0.0028186618,3.7216524e-08
27522,0.0056523878,2.4041851e-05
27522,2.9201252,8.5271231
27523,0.53277524,0.28384154
27524,0.0035883645,4.9687225e-06
27525,0.0041829124,9.5891187e-06
27526,0.0095852535,8.3969446e-05
27527,0.0046861224,1.4052105e-05
27528,0.012840811,0.0001569788
27529,0.0047294489,1.4460049e-05
27530,0.10940451,0.011961438
27531,0.1534685,0.023544673
27532,0.1209832,0.014629027
27533,0.072273265,0.0052155171
27534,0.0052654274,1.9817088e-05
27535,0.0035285806,4.5432436e-06
27536,0.0065164581,3.4556588e-05
27537,0.31254734,0.097677929
27538,0.0036449718,5.3781819e-06
27538,2.6867149,7.218429
27539,0.0049079842,1.6180671e-05
27540,0.0058601108,2.6433261e-05
27541,0.0036520688,5.4299692e-06
27542,0.040437406,0.0016272762
27542,1.3059167,1.7054105
27543,0.026197566,0.00067840483
27544,0.017382729,0.00029425162
27545,0.00094180385,0
27546,0.0020934535,0
27546,2.5395185,6.4491465
27547,0.0094291523,8.1001275e-05
27548,0.37351021,0.13950197
27549,0.12846181,0.016494529
27550,0.003927931,7.5210042e-06
27551,0.0015247237,0
27552,0.0046407879,1.3629275e-05
27553,0.01338214,0.00017117404
27554,0.7675096,0.58906308
27555,0.009803429,8.8199582e-05
27556,0.0016704829,0
27557,0.004873341,1.5841815e-05
27558,0.0072266041,4.4316169e-05
27559,0.87660447,0.76842749
27560,0.31775039,0.1009574
27561,0.32709255,0.10698163
27562,0.49495732,0.24497484
27563,0.22061349,0.048662403
27564,0.97126341,0.9433447
27565,0.28708981,0.082412651
27566,0.38700074,0.14976166
27567,0.81374891,0.66217939
27568,0.043125197,0.001851875
27569,0.0048137866,1.5264904e-05
27570,0.0036966087,5.757278e-06
27571,0.0041190458,9.0589006e-06
27572,0.001976694,0
27573,0.0026109407,0
27574,0.0039485098,7.6830922e-06
27575,0.0065803448,3.5393301e-05
27576,0.26092782,0.06807542
27577,0.0019098322,0
27578,0.46073525,0.21226906
27579,0.0070508089,4.1806268e-05
27580,0.043273061,0.0018646502
27581,0.0012091326,0
27582,0.0034168197,3.7670191e-06
27583,0.011906778,0.00013386372
27584,0.003211129,2.4037117e-06
27585,0.0039294759,7.5331436e-06
27586,0.0074574419,4.7705802e-05
27587,0.0026876338,0
27588,0.005274298,1.9910582e-05
27589,0.0025456859,0
27590,0.0072458942,4.4595345e-05
27591,0.0056774142,2.4325395e-05
27592,0.0041610409,9.4066239e-06
27593,0.0039786397,7.9219362e-06
27594,0.0052074278,1.9209667e-05
27595,0.0050996186,1.8098472e-05
27596,0.0017915427,0
27597,0.0039897901,8.0107872e-06
27598,0.0042355507,1.0032253e-05
27599,0.68576827,0.47027021
27600,0.62949953,0.39626175
27601,0.2902097,0.084213763
27602,0.39389404,0.15514461
27603,0.0023605723,0
27604,0.0060942946,2.9232789e-05
27605,0.0024603776,0
27605,2.959036,8.7558863
27606,0.0036576497,5.4707636e-06
27607,0.0036484754,5.4037351e-06
27608,0.59354112,0.35228316
27609,0.0017881898,0
27610,0.0062594576,3.1273172e-05
27611,0.0054158729,2.1424042e-05
27612,0.0031779801,2.1919198e-06
27613,0.0036160106,5.1678952e-06
27614,0.0056081385,2.354358e-05
27615,0.001585654,0
27616,0.0055814805,2.3245287e-05
27617,0.003196351,2.3090218e-06
27618,0.0048719919,1.5828668e-05
27618,2.7845784,7.7538689
27619,0.0015728066,0
27620,0.4832422,0.23351511
27620,2.7887578,7.7771624
27620,2.8020852,7.8516733
27621,0.0056932986,2.4506012e-05
27622,0.00095251721,0
27623,0.0035975017,5.0343807e-06
27624,0.26459842,0.070004417
27625,0.50570545,0.2557301
27626,0.7500386,0.56255
27627,0.0034829574,4.2233544e-06
27628,0.16851767,0.028390298
27629,0.002399846,0
27630,0.0029933281,1.0523756e-06
27631,0.0066185071,3.5896998e-05
27632,0.0058937716,2.6828906e-05
27633,0.008371088,6.2167476e-05
27634,0.0032871764,2.897891e-06
27635,0.74632749,0.55699681
27636,0.0020560168,0
27637,0.013264776,0.00016804664
27638,0.0038643171,7.0253092e-06
27639,0.0050512417,1.7607405e-05
27640,0.0070264783,4.146376e-05
27641,0.0020657856,0
27642,0.0041232317,9.0934021e-06
27643,0.0008783912,0
27644,0.0025269677,0
27645,0.0030811689,1.5859643e-06
27646,0.0037105435,5.8604958e-06
27647,0.0060932354,2.921988e-05
27648,0.0054831345,2.2157127e-05
27649,0.0017486408,0
27650,0.0045338747,1.2648382e-05
27651,0.17945839,0.032197407
27652,0.46105691,0.21256556
27653,0.20608796,0.042464338
27653,2.8402613,8.0670763
27654,0.25010885,0.062546532
27655,0.12374175,0.015304113
27656,0.061329254,0.0037533698
27657,0.0079172376,5.4775013e-05
27658,0.03115192,0.00096253445
27659,0.0091324945,7.5494819e-05
27660,0.71631234,0.51309546
27661,0.0047817982,1.4957957e-05
27662,0.20331186,0.041327803
27663,0.0012765879,0
27663,2.9180145,8.5148008
27664,0.01429082,0.0001963199
27665,0.01982842,0.00038525862
27666,0.0027111848,0
27667,0.0028316367,1.1052892e-07
27668,0.001305092,0
27669,0.84196,0.70888873
27670,0.0017757375,0
27671,0.0045784846,1.3054883e-05
27672,0.00083676424,0
27673,0.0045772715,1.3043777e-05
27674,0.0064962457,3.429357e-05
27675,0.010840264,0.00010960369
27675,3.0182497,9.0806845
27675,2.7879266,7.7725267
27676,0.28027505,0.078546195
27677,0.0068505769,3.9022766e-05
27678,0.049031849,0.0023962146
27678,2.8781137,8.2835306
27679,0.004525216,1.2569942e-05
27680,0.006951193,4.0411446e-05
27681,0.0028209882,5.0336938e-08
27681,1.5348283,2.3556901
27682,0.0027355132,0
27683,0.0047423346,1.45821e-05
27684,0.0041458565,9.2804888e-06
27685,0.30919858,0.095595856
27686,0.0050202399,1.7295171e-05
27687,0.0054196594,2.1465071e-05
27688,0.0063315526,3.2180921e-05
27689,0.0040923941,8.8400519e-06
27690,0.0099401443,9.0898832e-05
27690,2.9699533,8.8206145
27691,0.0027889648,0
27692,0.26509806,0.070269076
27693,0.0043621553,1.1120762e-05
27694,0.0067898081,3.8193856e-05
27695,0.0066277783,3.6019808e-05
27695,2.8332447,8.0272675
27696,0.17410286,0.030303898
27697,0.0042592152,1.0233276e-05
27698,0.0089911712,7.2933522e-05
27699,0.0073711895,4.6426797e-05
27700,0.0098933321,8.9970383e-05
27701,0.004820772,1.5332205e-05
27702,0.0062389202,3.1016488e-05
27703,0.0072585544,4.4778974e-05
27704,0.0050482014,1.75767e-05
27705,0.0086706318,6.7272218e-05
27706,0.0013941771,0
27707,0.31487847,0.099140542
27708,0.0059892253,2.7963182e-05
27709,0.0045990997,1.324408e-05
27710,0.0064944906,3.427077e-05
27711,0.79309772,0.62899609
27712,0.0074590745,4.7730155e-05
27713,0.90192393,0.81345886
27714,0.2308554,0.053286306
27715,0.20807209,0.043286086
27716,0.0073670705,4.6366091e-05
27717,0.0050218188,1.7311026e-05
27718,0.003017299,1.1964557e-06
27719,0.0056742859,2.4289883e-05
27720,0.0074066268,4.6950483e-05
27721,0.0088843293,7.1023669e-05
27722,0.0033265297,3.1581621e-06
27723,0.0028137047,9.2967842e-09
27724,0.010882811,0.00011052794
27725,0.0023375632,0
27726,0.0059201716,2.7140794e-05
27727,0.18129326,0.032859339
27728,0.0050911148,1.8011813e-05
27729,0.24401862,0.059537177
27730,0.0058428005,2.623068e-05
27731,0.0010552713,0
27731,2.8981807,8.3994432
27732,0.0068138824,3.8521356e-05
27733,0.24827048,0.061630324
27734,0.0054627495,2.1933994e-05
27735,0.0031730578,2.1606585e-06
27736,0.0039167281,7.4331216e-06
27737,0.00027341548,0
27738,0.0013688322,0
27739,0.3620393,0.13106455
27740,0.0040354029,8.3768386e-06
27741,0.53874708,0.29024051
27742,0.1574436,0.02478058
27743,0.0012988083,0
27744,0.0055786335,2.3213514e-05
27745,0.0021333217,0
27746,0.0084210038,6.3005668e-05
27747,0.40978617,0.1679168
27748,0.0033529077,3.3343522e-06
27749,0.0029243522,6.4419843e-07
27750,0.92584686,0.85718451
27751,0.0084100629,6.2821521e-05
27752,0.006368264,3.2647149e-05
27753,0.011351909,0.00012095821
27753,2.7795225,7.7257375
27754,0.0018418344,0
27755,0.0035956646,5.0211663e-06
27756,0.0019334255,0
27757,0.014939245,0.00021527341
27758,0.3764463,0.14170391
27759,0.35927383,0.12906977
27760,0.28681563,0.082255298
27761,0.0048002067,1.5134347e-05
27762,0.0031846711,2.2344927e-06
27763,0.0090850384,7.4630286e-05
27764,0.0089723141,7.2594782e-05
27765,0.0045810962,1.3078805e-05
27766,0.0033934138,3.6076198e-06
27767,0.0058350573,2.6140257e-05
27768,0.003963829,7.804303e-06
27769,0.0058090279,2.5837167e-05
27770,0.0024018034,0
27771,0.0080290349,5.6557763e-05
27772,0.0013587645,0
27773,0.005984005,2.7900679e-05
27774,0.0053007843,2.0190677e-05
27775,0.0033329171,3.2006985e-06
27776,0.0054202571,2.147155e-05
27777,0.0022066136,0
27778,0.003588108,4.9668815e-06
27779,0.17104573,0.029248733
27780,0.11864283,0.014068214
27781,0.0044412948,1.1817462e-05
27782,0.0069594836,4.0526775e-05
27783,0.0050253395,1.7346399e-05
27784,0.0042526052,1.0177013e-05
27785,0.0010006906,0
27786,0.0035799254,4.9082285e-06
27787,0.0050681619,1.7778628e-05
27788,0.015577083,0.00023473789
27788,2.6533243,7.0401218
27788,2.6918334,7.2459594
27789,0.0064730398,3.3992607e-05
27790,0.16738725,0.028010585
27791,0.25629944,0.065681494
27792,0.0034693237,4.1285695e-06
27793,0.0056539199,2.4059173e-05
27794,0.0070900554,4.2361248e-05
27795,0.005931761,2.7278151e-05
27796,0.01041406,0.00010054501
27797,0.41839585,0.17504718
27798,0.0022920244,0
27799,0.0021994937,0
27800,0.0061242109,2.9598321e-05
27800,2.7816494,7.7375656
27801,0.0039379195,7.5995728e-06
27802,0.11103012,0.01231978
27803,0.15951782,0.025438028
27804,0.2717983,0.073866409
27805,0.21326825,0.045475438
27806,0.20112221,0.040442237
27807,0.25567484,0.065361717
27808,0.0055431053,2.2818379e-05
27809,0.0022468661,0
27810,0.0031473346,1.9980778e-06
27811,0.0047841832,1.4980772e-05
27812,0.0026790561,0
27813,0.0037515944,6.166823e-06
27814,0.0049952047,1.7044433e-05
27815,0.0078303064,5.3406061e-05
27816,0.0066781554,3.6690122e-05
27817,0.0012320787,0
27818,0.011338912,0.0001206633
27819,0.0042372267,1.0046453e-05
27820,0.33324894,0.11104695
27821,0.0049128697,1.6228651e-05
27822,0.0040581898,8.5612666e-06
27823,0.0033388832,3.2405036e-06
27824,0.00056454922,0
27825,0.0054830808,2.2156538e-05
27826,0.0010361783,0
27827,0.48140561,0.23174346
27828,0.0018409931,0
27829,0.0037321041,6.0209632e-06
27830,0.0022331304,0
27831,0.23935881,0.057284734
27832,0.745935,0.55641112
27833,0.28325928,0.080227913
27834,0.40752032,0.1660649
27835,0.34116736,0.11638726
27836,0.0023269608,0
27837,0.10199698,0.010395476
27838,0.70474953,0.496664
27839,0.38686931,0.14965996
27840,0.0043244204,1.0792974e-05
27841,0.0065083298,3.445072e-05
27842,0.00082559675,0
27843,0.0049480968,1.6576024e-05
27844,0.0037677354,6.2881921e-06
27845,0.0043160542,1.0720686e-05
27846,0.0058187451,2.5950157e-05
27846,1.5532992,2.4127304
27847,0.0088692284,7.0755575e-05
27848,0.0033113008,3.0570756e-06
27849,0.00058300394,0
27850,0.0043541699,1.1051158e-05
27851,0.0033797734,3.5152306e-06
27852,0.24454263,0.059793189
27853,0.0060598887,2.8814614e-05
27854,0.0012414458,0
27855,0.0024712781,0
27856,0.0074749562,4.7967332e-05
27857,0.0026385084,0
27858,0.0016182739,0
27859,0.007759369,5.230017e-05
27860,0.0028295124,9.8502624e-08
27861,0.02842147,0.00079987234
27862,0.060482613,0.0036502389
27863,0.03947735,0.0015505536
27864,0.0055189117,2.2550749e-05
27865,0.0067901196,3.8198086e-05
27866,0.0022955109,0
27867,0.0046658441,1.3862464e-05
27868,0.003277336,2.833294e-06
27869,0.0021111058,0
27870,0.0086930533,6.7661538e-05
27871,0.0044104096,1.1544075e-05
27872,0.004659883,1.3806872e-05
27872,2.5540967,6.5234019
27873,0.0056447559,2.3955631e-05
27874,0.0026795509,0
27875,0.0053131255,2.0321665e-05
27876,0.001934703,0
27877,0.7246102,0.52505204
27878,0.0020172775,0
27879,0.0023005315,0
27880,0.1676719,0.02810596
27881,0.17411501,0.030308128
27882,0.599723,0.35965977
27883,0.011298596,0.00011975064
27884,0.0058415411,2.6215965e-05
27885,0.0056375213,2.3874008e-05
27885,2.3515907,5.5299709
27886,0.0017325728,0
27887,0.0070403302,4.1658612e-05
27888,0.66683754,0.44466439
27889,0.59498211,0.35399581
27890,0.13715523,0.01880365
27891,0.37533804,0.14087074
27891,2.4443288,5.9747355
27892,0.0013966517,0
27893,0.0036902981,5.7106623e-06
27894,0.0067733191,3.7970214e-05
27895,0.0041339197,9.1816543e-06
27896,0.0033226236,3.1321902e-06
27897,0.093546797,0.0087430956
27898,0.15325659,0.023479675
27899,0.14845495,0.022030964
27900,0.081200067,0.0065855432
27901,0.0027279645,0
27902,0.0013601722,0
27903,0.0068758049,3.9369055e-05
27904,0.0071541506,4.3274234e-05
27905,0.0047569645,1.4721074e-05
27906,0.0046188564,1.3426197e-05
27907,0.0045404333,1.2707897e-05
27908,0.0048218299,1.5342406e-05
27909,0.0097900844,8.7938114e-05
27910,0.0027986604,0
27911,0.0049507299,1.6602089e-05
27912,0.0042233466,9.9290192e-06
27913,0.0032781694,2.8387573e-06
27914,0.0075992683,4.9841241e-05
27915,0.00085855807,0
27916,0.0030048891,1.1217212e-06
27917,0.0028372962,1.4261193e-07
27917,2.9513924,8.7107095
27918,0.0014627889,0
27918,2.9170939,8.509429
27919,0.0044967755,1.2313353e-05
27920,0.0045273614,1.2589363e-05
27921,0.0021119172,0
27922,0.0014841386,0
27923,0.22948019,0.052653251
27924,0.0015737925,0
27925,0.0027010427,0
27926,0.0080558025,5.6988316e-05
27927,0.005378065,2.1015946e-05
27928,0.0057237461,2.4853632e-05
27929,0.0039198478,7.4575692e-06
27930,0.0049458586,1.655388e-05
27931,0.001597235,0
27932,0.0023057527,0
27933,0.0032908194,2.921855e-06
27934,0.0067142353,3.7173318e-05
27935,0.0062501279,3.1156461e-05
27936,0.0030940208,1.6653272e-06
27937,0.0043840292,1.1312075e-05
27938,0.0032879436,2.9029358e-06
27939,0.0020590707,0
27940,0.0023286472,0
27941,0.27185524,0.073897364
27942,0.0071960214,4.3875086e-05
27942,2.9484156,8.6931467
27943,0.0066779204,3.6686984e-05
27944,0.0062425763,3.1062121e-05
27944,2.759742,7.6161678
27945,0.0049034518,1.6136202e-05
27946,0.0078196985,5.3240047e-05
27947,0.0035441101,4.6530788e-06
27948,0.0042236406,9.9315022e-06
27949,0.0043642836,1.1139334e-05
27950,0.0060036032,2.8135614e-05
27951,0.8218743,0.67546946
27952,0.00074743925,0
27953,0.0062734586,3.1448645e-05
27953,2.7978811,7.8281307
27954,0.0026894122,0
27955,0.0013733945,0
27956,0.0063664466,3.2624005e-05
27957,0.0040254684,8.296758e-06
27958,0.004318581,1.0742504e-05
27959,0.0023665333,0
27960,0.0029620512,8.6610957e-07
27961,0.14342622,0.020563172
27962,0.0037787899,6.3716156e-06
27963,0.0025110614,0
27964,0.0039971265,8.0693825e-06
27965,0.0052189713,1.9330024e-05
27966,0.001993325,0
27967,0.0013865849,0
27968,0.0030611245,1.4628454e-06
27969,0.005589343,2.3333117e-05
27970,0.0018673986,0
27971,0.0055266519,2.2636244e-05
27972,0.0065417418,3.4886748e-05
27973,0.005569671,2.3113598e-05
27974,0.00075064574,0
27975,0.0035342288,4.5831356e-06
27976,0.012002719,0.00013615762
27976,2.905187,8.4401038
27977,0.015576911,0.00023473252
27978,0.0043456031,1.0976629e-05
27978,2.8165444,7.9329142
27979,0.14559501,0.021190001
27980,0.10711975,0.011466733
27981,0.0068455734,3.8954238e-05
27982,0.0036312934,5.2786543e-06
27983,0.07669056,0.0058735344
27984,0.26899008,0.072347758
27985,0.0008383168,0
27986,0.0094555888,8.1500521e-05
27987,0.0058031705,2.576915e-05
27988,0.30712687,0.094319009
27989,0.14821246,0.021959027
27990,0.046168072,0.0021235833
27991,0.27005742,0.072923103
27992,0.4326154,0.18714818
27993,0.066021689,0.0043509558
27994,0.10899293,0.011871551
27995,0.061518309,0.0037765948
27995,2.8918455,8.3627624
27996,0.0022475539,0
27996,2.745026,7.53516
27997,0.0038343534,6.7946282e-06
27998,0.0067498989,3.7653498e-05
27999,0.0051008931,1.8111473e-05
28000,0.0063065673,3.1865154e-05
28001,0.0064959068,3.4289167e-05
28002,0.500837,0.25082979
28002,2.7590041,7.6120956
28002,2.9446126,8.6707354
28002,2.8111227,7.9024031
28003,0.0065808833,3.5400388e-05
28004,0.002782826,0
28005,0.0016118553,0
28006,0.001603529,0
28007,0.002977127,9.5564776e-07
28008,0.0026241774,0
28009,1.0605908,1.124845
28010,0.61517044,0.37842676
28011,0.0028818593,3.9747569e-07
28012,0.0052618888,1.9779836e-05
28013,0.0037303851,6.0081358e-06
28014,0.0028348965,1.2900048e-07
28014,2.9445814,8.6705517
28015,0.22718059,0.051603114
28016,0.85958852,0.73888452
28017,0.45512704,0.20713272
28018,0.27373361,0.07492218
28019,0.064298247,0.0041263569
28020,0.10420474,0.01085072
28021,0.00030799011,0
28022,0.0036072313,5.10448e-06
28023,0.0041145416,9.0218147e-06
28024,0.0088448705,7.0324096e-05
28025,0.0039937813,8.0426516e-06
28026,0.0038602441,6.9938467e-06
28027,0.0023044013,0
28028,0.0031194733,1.8234763e-06
28029,0.56668319,0.32112193
28029,2.8466257,8.1032702
28030,0.072572533,0.005258865
28031,0.0086592223,6.7074493e-05
28031,2.9127412,8.4840531
28032,0.021269036,0.00044446427
28033,0.54520819,0.29724407
28034,0.073432091,0.0053843644
28035,0.12718538,0.016168214
28036,0.22902433,0.052444234
28037,0.1580372,0.024967848
28038,0.16430148,0.02698707
28039,0.027516369,0.00074924291
28040,0.037629157,0.0014080458
28041,0.050842144,0.0025770159
28041,2.9540898,8.7266383
28042,0.48844356,0.2385692
28043,0.21025874,0.044200832
28044,0.33002349,0.10890759
28045,0.11371978,0.01292428
28046,0.67170878,0.45118478
28046,2.8689431,8.2308267
28046,2.7625172,7.6314931
28047,0.31811942,0.10119206
28048,0.007071093,4.2092718e-05
28049,0.0043931622,1.1392237e-05
28050,0.0020867457,0
28051,0.0074124444,4.7036695e-05
28051,2.9094836,8.4650867
28052,0.0054998512,2.2340726e-05
28053,0.003229995,2.5252303e-06
28054,0.0040917697,8.834942e-06
28055,0.0013915503,0
28056,0.012573194,0.00015017757
28057,0.0044243983,1.1667663e-05
28058,0.0062028719,3.0567983e-05
28059,0.0072097804,4.4073296e-05
28060,0.0051039998,1.8143177e-05
28061,0.0034299421,3.8568655e-06
28062,0.0016627258,0
28063,0.004470322,1.2076141e-05
28064,0.0078219993,5.3276036e-05
28065,0.0039061537,7.3503991e-06
28066,0.34008589,0.1156505
28067,0.0058629515,2.6466563e-05
28068,0.0017849366,0
28069,0.0082619371,6.0351967e-05
28070,0.0062819903,3.1555764e-05
